chain_id,chain_name,code,name,product,tier,total_score,moat_score,evidence_score,stage_score,growth_score,profit_score,support_score,market_score,evidence_hits,stage_hits,weak_hits,business_item,business_sales_pct,business_gross_margin,pe_ttm,pb,close,chg20,revenue_yoy,netprofit_yoy,gross_margin,roe,forecast,latest_evidence
future_materials,未来材料,300699.SZ,光威复材,碳纤维,第一梯队,80.5,18,18.0,18,0.4,10.1,10,6,208,112,8,碳纤维及织物,50.951176118662346,52.6660453924326,41.4227,4.0676,28.4,-3.73,13.0443,-21.5824,38.223,2.1132,,请问公司：碳纤维沿轴向导热性极佳，在现今AI芯片功耗激增的背景下，是理想的高性能TIM材料，请问公司碳纤维产品矩阵中是否已经有应用在芯片散热领域？ | 您好！公司碳纤维产品目前还没有相关应用。谢谢！
future_materials,未来材料,300034.SZ,钢研高纳,高温合金,第二梯队,73.4,18,18.0,18,0.0,8.4,10,1,96,96,11,铸造高温合金制品,67.08966946364119,29.830812390925622,134.9727,3.494,16.9,-6.11,7.7638,22.4156,26.5958,1.7638,预减 -74~-62%,公司号称高温合金半壁江山，股价却跌了4年，请问公司所谓的市值管理是怎么管理的？ | 尊敬的投资者，您好，公司股价受市场等多种因素影响，公司高度重视市值管理工作，已制定《市值管理制度》，将充分运用市值管理工具，持续不懈做好市值管理工作。感谢您对公司的关注和支持。
future_materials,未来材料,300224.SZ,正海磁材,稀土永磁,观察池,61.9,18,4.0,18,1.8,4.1,8,8,2,2,0,钕铁硼永磁材料,99.94278581216211,13.02570540320878,45.1108,2.4752,13.81,12.64,-6.4538,-32.2906,12.7342,0.9104,预增 236~312%,尊敬的董秘，高性能钕铁硼永磁材料是工业机器人伺服电机的核心材料，请问贵司高性能磁材产品在工业机器人电机等领域取得了哪些突破？\n同样是稀土永磁行业的华工科技，一季度净利润2.164亿，再看贵司业季如此拉垮，主要原因在哪 | 您好，公司持续迭代升级产品牌号，保持性能领先，产品可充分适配相关下游客户需求。公司将依托深耕磁性材料领域积淀的产品性能、研发技术、商业模式等多维核心竞争优势持续拓展相关市场。\n受下游主要应用领域需求下滑、稀土原料价
future_materials,未来材料,300285.SZ,国瓷材料,先进陶瓷,暂不优先,38.6,12,0.0,0,5.6,10.0,5,6,0,0,0,数码打印及其他材料板块-建筑陶瓷,22.51418380715145,31.67144753386394,149.9868,12.832,92.79,53.45,9.1474,4.7946,36.7357,1.9812,略增 3~10%,
future_materials,未来材料,688122.SH,西部超导,高温合金/超导,暂不优先,26.0,12,0.0,0,0.0,7.0,3,4,0,0,0,高性能高温合金材料,10.935654133134374,23.64482596553011,52.2018,5.1885,57.3,-10.33,0.6236,-74.2132,25.5941,0.613,,
future_space,未来空间/商业航天,002151.SZ,北斗星通,北斗芯片,第一梯队,85.3,19,18.0,18,9.0,8.3,10,3,70,14,0,产品销售,94.36321943963792,37.86182121031373,,3.5185,31.34,-8.84,93.2809,145.7609,37.8962,0.2803,续亏 17~34%,北斗星通在5G专网中的具体技术应用场景有哪些？云芯一体化是否能应用于5G? | 公司旗下的佳利电子有面向5G基站应用的陶瓷元器件，云芯一体化主要涉及授时芯片和天线也有用到，但5G基站总体的数量有限，而且国内5G基站建设的高峰期已过，总体的出货量不大。
future_space,未来空间/商业航天,002025.SZ,航天电器,航天连接器,第一梯队,78.1,19,18.0,18,0.0,8.1,10,5,53,53,1,连接器及互连一体化产品,68.45903434697028,29.074020622294,200.1352,5.6681,83.1,27.38,10.0873,12.1796,29.3916,0.7878,预减 -79~-77%,董秘你好，央视新闻报道目前我国正抓紧研制可重复使用火箭，请问贵公司是否有参与研发、制造火箭回收产品等项目目前有哪些产品和业务收入？ | 尊敬的投资者您好！公司紧跟下游客户需求，为其提供与本公司业务相关的产品和服务。谢谢！
future_space,未来空间/商业航天,300045.SZ,华力创通,卫星通信,第二梯队,73.8,19,18.0,18,0.0,7.8,8,3,48,23,4,卫星服务,46.94984961057392,34.6105603375702,,7.378,16.89,-10.45,6.9416,31.1716,31.0779,-0.7852,续亏 58~66%,请问董秘，目前6G提速；贵公司在6G方面有什么优势？是否有6G方面的专利？ | 您好，公司深耕卫星应用领域，积极参与了北斗卫星导航、天通卫星通信两大国家空间基础设施的建设，并布局低轨互联网卫星方向的新技术研发。手机直连卫星被普遍认为是未来6G“空天地一体化”网络构想的关键实践。在此方向上，公司已研制高轨、高低轨融合卫星通信芯片。公司将继续巩固和提升在卫星应用赛道的核心竞争力，为卫星通信规模化应用提供小型化低成本解决方案，推动卫星通信的普
future_space,未来空间/商业航天,300101.SZ,振芯科技,北斗/卫星,第二梯队,73.0,19,18.0,18,0.0,8.0,8,2,16,6,6,北斗导航综合应用,36.54735780083471,54.032403717612766,598.6144,5.3265,16.53,-1.9,-26.6178,-147.7245,58.7469,-0.2315,预减 -80~-75%,董秘，您好，请问贵公司是否中标北斗项目15亿订单？ | 您好，感谢您的关注。目前公司不存在应披露未披露的项目中标信息，相关信息请以公司公告为准，请注意投资风险。
future_space,未来空间/商业航天,688066.SH,航天宏图,卫星应用,第二梯队,71.0,19,18.0,18,0.0,5.0,8,3,31,27,2,系统设计开发,57.745394539391114,15.294165120314274,,,11.83,-17.1,-86.055,5.6392,41.3415,,续亏 26~26%,航天宏图，上交所为商业航天ipo上市打开绿灯，请问贵公司参股河南航宇火箭多少股份？ | 尊敬的投资者您好，请参考工商登记的信息，感谢关注！
future_space,未来空间/商业航天,600118.SH,中国卫星,卫星制造,第二梯队,68.5,19,18.0,18,0.0,3.5,8,2,21,21,0,卫星研制及卫星应用,99.08166120406509,8.226890269178838,5677.0177,15.237,81.5,-0.1,37.8932,-77.068,14.0231,-0.6728,首亏 -585~-349%,尊敬的董秘您好，作为长期股东请教： 1. 公司订单充足却增收不增利、净利率极低，如何通过规模化降本提升盈利？2. 商业航天竞争加剧、客户集中，如何拓展市场化业务、改善毛利率？3. 低轨卫星交付加速，如何加快卫星应用变现，提升现金流？4. 公司估值偏高，后续有无提升分红、强化市值管理的规划？感谢解答。 | 尊敬的投资者，您好。面对激烈的市场竞争与成本压力，公司采取了多种措施降本增效。公司将以“十五五”规划为抓手，在巩固传统业务领域优势地位
hydrogen_energy,氢能,300471.SZ,厚普股份,加氢站,第二梯队,76.4,16,18.0,18,2.8,6.6,10,5,37,37,1,专用设备制造,73.48302243469081,35.42919057930946,,2.7743,9.24,-5.13,19.4352,-136.1449,26.4734,-0.1461,扭亏 108~112%,贵司主营业务是天然气加注设备吗？美伊冲突缓解对贵司有何影响 | 尊敬的投资者，您好！\n厚普股份是清洁能源加注装备整体解决方案提供商，业务涵盖天然气、氢能加注设备研发生产集成、清洁能源工程 EPC、核心零部件、航空零部件及全产业链运维服务。天然气加注设备为核心业务之一，详细业务构成请查阅公司定期报告。\n国际地缘局势对国际能源价格影响存在不确定性。公司同时布局天然气、氢能双赛道，将持续根据行业变化稳健经营，相关经营数据以公司定期报告为准
hydrogen_energy,氢能,600875.SH,东方电气,电解槽/氢能装备,第二梯队,70.0,16,18.0,18,3.3,4.7,6,4,23,20,1,煤电,33.81487061407573,20.691082055508517,22.6423,2.0588,27.91,-16.46,5.6804,37.4091,17.1821,3.4423,,董秘您好：我看好公司长期发展，因公司六大版块业务发电设备产量连续多年世界名列前茅。新能源汽车的月用电量还没有看到任何一家机构统计，将来五--十年，燃油车都有改成电动车。公司国内首台100千瓦氢燃料电池冷热电三联共系统是不是等于燃油发动机的100千瓦？公司要做重卡100千瓦应该不够用，什么时候公司技术能达到300--500千瓦？请及时回答谢谢。 | 尊敬的投资者，您好！东方电气80KW、135KW、200KW等系列燃料电池系统在重卡、物流
hydrogen_energy,氢能,002733.SZ,雄韬股份,燃料电池,第二梯队,68.8,16,18.0,18,2.7,5.1,8,1,39,21,0,蓄电池及材料,57.49783368927153,14.4112037922137,126.9554,3.7307,26.39,-11.14,18.4252,0.7562,17.162,0.7795,,请问董秘，氢燃料电池在数据中心的应用有营收吗？产业政策是否鼓励 | 您好！公司氢能源项目产品营收占比不高，有很大的上升空间。十五五即将开启崭新的篇章，公司氢能业务始终保持与相关方的积极沟通与协同，共同探索发展新机，相信在十五五期间国家的大力支持氢能政策的背景下，相关的氢能企业迎来了发展的春天！感谢您的支持和关注，谢谢。
hydrogen_energy,氢能,300274.SZ,阳光电源,制氢电源/电解槽,第二梯队,66.1,16,6.8,18,1.3,12.0,8,4,4,3,0,储能系统,41.8084288147984,36.48624676311126,22.2229,5.4467,127.84,-25.15,-18.2587,-40.1157,33.2629,4.81,预增 159~187%,请问贵公司制氢电解槽目前的销售情况如何？ | 感谢您对公司的关注。氢能业务稳定拓展中，订单良好。谢谢！
hydrogen_energy,氢能,688339.SH,亿华通,燃料电池,第二梯队,64.0,16,18.0,18,5.0,0.0,4,3,62,62,0,燃料电池系统,47.1730077074152,-19.823678376012023,,2.3812,19.08,-11.67,58.4021,45.1193,-35.9643,-2.6138,续亏 -58~-20%,请问公司发布的柔性CVM系统是否能在太空光伏、储能方面应用？ | 尊敬的投资者您好，公司柔性CVM系统主要应用于氢燃料电池及配套监测类产品，目前主要面向交通、固定式发电及热电联供等地面应用场景布局，未应用于太空光伏领域。感谢您的关注。
hydrogen_energy,氢能,600860.SH,京城股份,储氢瓶,观察池,62.8,16,14.4,18,0.0,3.4,8,3,9,6,1,气体储运,76.36710826749312,10.071939172398247,,5.6173,8.47,-7.83,-4.2504,-170.4545,13.7964,-3.8281,首亏 -838~-715%,全球工业气体进入大爆发，请介绍一下公司工业气体储运设备相关的业务已经工业气体大爆发对公司工业气体储运设备影响如何？ | 您好！2026年全球工业气体市场稳健增长、结构优化、低碳转型加速，其中电子特气和绿氢为核心亮点。公司顺应潮流，在电子特气领域和氢能领域持续发力，保持产品市场竞争力。感谢您对公司的关注。
industrial_mother_machine,工业母机,688305.SH,科德数控,五轴机床,第一梯队,87.6,22,18.0,18,4.5,9.2,10,6,52,52,1,高档数控机床,60.008322131201886,42.41429478243807,111.5192,5.2316,75.56,24.52,-17.3957,6.8533,43.9382,1.182,预增 65~82%,你好，公司目前产能利用率有多少？宁夏新厂贡献销售收了了没有？另外一个厂完工没有？ | 尊敬的投资者，您好。公司目前订单饱满，产能利用率持续高位运行。公司银川新厂区已投入使用，主要承担德创系列五轴卧式车铣复合加工中心及电主轴等产品的规模化生产，已对公司的销售与产能形成实际贡献；沈阳厂区已完成主体建设，部分生产设备已经进场，处于安装调试中。感谢您的关注。
industrial_mother_machine,工业母机,002520.SZ,日发精机,数控机床,第一梯队,83.9,22,18.0,18,1.0,8.9,8,8,11,11,0,数字化智能机床及产线,67.1680146761422,3.214907220824028,,17.7914,7.02,23.37,-67.0786,170.3182,31.6647,12.0675,续亏 44~62%,根据公开信息，蓝箭航天和公司是紧密的合作伙伴关系，蓝箭航天采购了公司的五轴机床用于火箭生产加工，是否属实 | 尊敬的投资者，您好！经确认，截至目前，我司与蓝箭航天未开展过合作，感谢关注！
industrial_mother_machine,工业母机,300161.SZ,华中数控,数控系统,第一梯队,82.2,22,18.0,18,3.2,8.0,10,3,31,31,0,数控系统与机床,57.626117902170925,42.76014589182231,,3.9646,30.8,-3.57,11.3919,-35.8627,37.4186,-5.0042,扭亏 122~131%,"董秘您好，2025年归母净利润虽扭亏，但扣非净利润仍亏损1.26亿元且连续多年为负，核心主业盈利改善情况如何？是否对政府补助存在重大依赖？此外，经营活动现金流净额同比大幅下降50.73%，与净利润趋势背离，请说明现金流恶化原因及应收账款回款风险。谢谢。 | 尊敬的投资者您好，2025年度公司坚持专注于高端智能制造技术突破以及国产化替代，坚守主业、努力提升经营业绩，实现归属母公司股东净利润1,632.01万元，较2024年增加129.48"
industrial_mother_machine,工业母机,688697.SH,纽威数控,数控机床,第一梯队,81.0,22,18.0,18,4.2,8.8,6,4,11,11,1,大型加工中心,42.36567136571162,19.867341710756925,31.9368,5.1644,15.44,-25.59,25.0385,8.6244,21.04,3.5435,,请问贵公司的董秘，从公司的股价来看，公司的2025年的业绩可能是比较不理想吧？公司还在拿地扩张产能，不知道订单是否充足，产能是否过剩？ | 尊敬的投资者，您好！公司生产经营情况一切正常，具体经营业绩请关注公司披露的定期报告。公司根据五年战略规划及企业经营情况，在2023年制定了公司四期、五期的整体规划，分批建设。四期已于2025年5月投入使用，五期预计将于2027年7月投产。尽管国内经济面临压力，但国内经济长期向好的基本面没有变。我国机
industrial_mother_machine,工业母机,688558.SH,国盛智科,高端机床,第二梯队,77.6,22,8.0,18,2.9,8.7,10,8,4,4,0,高档数控机床,54.208647649495056,28.05920060247626,28.5259,2.6577,35.37,6.41,11.8865,18.5264,25.3829,2.3644,,董秘你好，请问贵公司的数控机床有哪些技术是领先国内同行的？与世界顶级机床差距还需要大概多少年才能追赶上？目前贵公司的产业规模和产品模式很难有大的发展空间，所以是否考虑学习并借鉴汇川技术的发展模式？ | 尊敬的投资者，您好！公司围绕下游客户的应用场景和个性化需求进行技术开发，先后在误差控制、可靠性、复合成套加工、高性能装备部件、二次开发与优化等五大智能制造装备关键技术领域积累形成核心技术， 在金属切削数控机床领域整体技术水平达到国内先进水
industrial_mother_machine,工业母机,000837.SZ,秦川机床,机床/丝杠,第二梯队,75.7,22,18.0,18,0.0,4.7,8,5,113,37,2,机床类,50.47765016672997,19.976675484342337,245.5164,2.4761,11.92,4.29,9.6416,-11.7126,16.893,0.4949,预减 -83~-76%,请问贵公司当前订单是否具备可持续性，高端高毛利五轴、减速器设备、人形机器人等的研发和销售有没有规划，现金流压力何时能得以缓解，核心部件研发有无进展 | 公司始终聚焦主业发展，全面推进“品质提升年”各项工作，持续加大研发创新投入，关注高端精密机床、关键核心零部件等产品的技术攻关与量产，不断提升产品质量与服务水平，积极拓展市场空间，目前，公司在手订单健康可持续，截至2026年一季度末公司营业收入实现增长；同时，公司持续加强“两金”管控，现金
industrial_software,工业软件,300496.SZ,中科创达,操作系统/边缘,第二梯队,76.4,19,18.0,18,3.4,9.0,6,3,186,108,12,商品销售,33.304502311211245,15.17708072655584,61.3349,2.7102,61.1,-3.31,19.0423,10.5974,32.7099,0.9869,,董秘，您好！请问截止6月18日，公司A股的股东人数是多少，谢谢！ | 您好。请将您需要查询时间点的持股证明及身份证扫描件发送至公司ir@thundersoft.com邮箱来查询股东人数。感谢您的关注！
industrial_software,工业软件,688206.SH,概伦电子,EDA,第二梯队,75.4,19,18.0,18,1.4,8.0,6,5,17,17,0,集成电路设计类EDA,39.486055114070005,,918.9485,9.4364,43.04,17.05,10.0912,-917.2131,86.2121,-0.6153,扭亏 138~138%,公司是否有产品与3D IC、混合键合、TSV等相关环节相关 | 尊敬的投资者，您好。公司持续关注行业前沿理念与技术动态，已留意到相关理论及对EDA工具提出的新要求。我们将持续跟踪产业发展趋势，积极把握行业发展机遇，同时敬请广大投资者注意投资风险。感谢您的关注和支持，谢谢！
industrial_software,工业软件,688083.SH,中望软件,CAD,第二梯队,72.0,19,18.0,12,0.0,8.0,10,5,30,30,1,通用软件,92.47065205122485,98.9640744044314,355.0159,4.0874,63.64,15.81,17.3025,20.1487,97.0562,-1.4392,预减 -75~-62%,请介绍一下公司在物理AI领域的布局和应用情况。 | 尊敬的投资者，感谢您对公司的关注。 公司已在AI领域开展广泛积极的探索。目前，在现有产品功能升级方面以及内部研发团队提效方面，公司均已开始通过AI技术的融入取得良好的进展。公司亦将积极探索物理AI在研发设计类工业软件领域落地的可能性，但未来公司产品融合新兴技术的具体方式及时间表，请以公司在指定渠道披露的信息为准。
industrial_software,工业软件,688111.SH,金山办公,基础软件,观察池,65.8,17,2.4,6,14.4,12.0,10,4,3,0,0,WPS个人业务,61.151833025198464,80.96078481552098,27.704,6.6447,216.66,-13.53,23.954,444.966,86.5937,15.6892,预增 402~473%,KingsoftOffice2025SustainabilityReport
industrial_software,工业软件,300378.SZ,鼎捷软件,ERP/MES,暂不优先,33.7,13,0.0,0,0.7,8.0,8,4,0,0,0,数智技术服务,47.69267005273662,51.24456477168439,59.191,4.1755,35.7,-5.98,3.0198,3.5756,56.0163,-0.3391,,
industrial_software,工业软件,688228.SH,开普云,政企软件,暂不优先,32.0,13,0.0,0,0.0,8.0,8,3,0,0,0,数据资源定制服务-智能语音,43.94319589731328,26.149416014017824,,4.2849,79.11,-11.11,-21.4377,-1251.3322,40.3291,-0.6667,首亏 -158~-139%,
intelligent_manufacturing,智能制造,002747.SZ,埃斯顿,工业机器人,第一梯队,86.4,16,18.0,18,11.0,8.4,10,5,28,14,2,工业机器人及智能制造系统,81.7679815250178,29.231644274850694,302.5789,12.1655,40.7,40.15,-2.2164,674.6406,30.3939,3.7636,扭亏 104~106%,2026年国内出货量多少？国外出货量多少？在国外有投资建厂吗 | 您好，感谢您对公司的关注！根据MIR睿工业公布的数据，2025年公司工业机器人在中国出货量首次超越外资品牌，位列中国市场第一。公司通过在波兰的海外生产制造基地，建立全球化的产能布局和供应链体系，实现资源的最优配置与协同创新，加速高价值产品出海。
intelligent_manufacturing,智能制造,002008.SZ,大族激光,激光装备,第一梯队,85.9,16,18.0,18,9.0,9.9,10,5,21,21,0,其他智能制造装备,69.2255626612081,32.461857047353405,93.2496,6.2274,125.01,-4.28,74.4437,116.5943,34.0154,1.8659,预减 -63~-59%,董秘您好，您如何评价公司与竞争对手优劣势？公司和往年相比业务发生了哪些结构性变化？此外什么时候能产生订单爆发，期待您能详细回答，谢谢！ | 投资者您好，公司经过了二十多年的发展和技术积累，具备从基础器件、整机设备到工艺解决方案的垂直一体化能力，是全球领先的智能制造装备整体解决方案提供商，具有产业政策支持、综合技术领先、销售和服务网络广泛、客户资源丰富、品牌效应显著等优势。关于业务及产能等情况，请关注公司后续披露的相关定期报告，感谢您对公
intelligent_manufacturing,智能制造,688686.SH,奥普特,机器视觉,第一梯队,83.5,16,18.0,18,5.5,10.1,10,6,19,17,2,机器视觉核心部件,75.65927801902237,65.54110301768584,104.9377,6.4425,165.0,16.95,33.5071,10.4032,57.7271,2.0635,,公司对人工智能、3D机器视觉技术发展和物理Al的认知是不是已经严重滞后？公司管理层和研发团队是否应该更专业的人士来担任战略和技术研发的重要角色？谢谢 | 尊敬的投资者，您好。公司对人工智能、3D、物理AI等前沿技术保持高度重视与持续布局，技术认知和发展节奏贴合行业趋势，不存在滞后情况。技术研发层面，公司研究成果SuP（子云驱动的点云配准方法）成功入选第43届国际计算机视觉与模式识别会议，夯实物理AI时代3D感知底座。产业应用层面，公司与
intelligent_manufacturing,智能制造,300124.SZ,汇川技术,自动化/伺服,第一梯队,78.4,16,18.0,18,4.3,10.1,8,4,24,16,1,通用自动化行业,25.373199986254647,40.27303095308224,39.0666,5.0904,68.4,-9.83,12.9798,-23.3874,29.0771,2.8255,略增 16~26%,公司2025年新能源汽车业务表现非常亮眼，增速远超其他板块，是公司增长的核心引擎。公司在人形机器人产业的布局非常清晰，核心是‌提供关键零部件和工业场景解决方案‌，目标是成为产业链中的“硬核科技”供应商。公司有没有考虑通过并购重组或低价收购有前景的公司，通过品牌互补、资源协同和规模效应来提升竞争力（例如并购只有20亿市值的通达动力等）？ | 您好！公司主要围绕与主业高度协同的自动化、精密机械、工业软件及上下游产业链等方向开展投资并购，主要
intelligent_manufacturing,智能制造,688777.SH,中控技术,工业自动化,第二梯队,70.5,16,18.0,18,0.0,8.5,8,2,24,24,0,控制系统+仪表,26.216785673081542,32.12433419027217,205.7534,8.122,103.0,11.53,-6.2886,-37.8124,30.9921,0.7454,预减 -62~-53%,董秘，您好。贵司在高风险行业核电核能行业更需要工业自动化、智能化方面代替人工，有没有布局或未来规划？ | 尊敬的投资者，您好！中控技术深耕流程工业三十余年，全面覆盖流程工业化工、石化、油气、能源电力、制药食品、冶金等数十个重点行业，致力于提供自主可控的技术和解决方案，关于具体业务情况请您以公司公开披露信息为准，感谢您对公司的关注！
intelligent_manufacturing,智能制造,688188.SH,柏楚电子,激光切割控制,暂不优先,43.1,10,0.0,0,7.1,12.0,10,4,0,0,0,平面解决方案,58.88553287688422,81.54631445980212,37.2714,6.8442,107.85,-29.81,10.5344,23.875,74.5146,5.0792,预增 50~50%,
low_altitude_economy,低空经济,688070.SH,纵横股份,无人机,第一梯队,83.2,17,18.0,18,11.2,8.0,10,1,13,10,1,无人机系统,69.71493439047472,51.826844955500206,160.5563,5.6162,36.77,-9.68,34.3422,34.2617,51.995,-3.1297,扭亏 129~129%,关于参加十五五·未来产业——科创企业产业迭代与创新赋能之2025年度低空经济行业集体业绩说明会暨2026年第一季度业绩说明会的公告
low_altitude_economy,低空经济,688297.SH,中无人机,无人机整机,第二梯队,76.8,17,18.0,18,12.0,3.7,8,0,219,16,2,无人机系统及相关产品,100.0,11.23475052883977,316.8745,4.9043,41.59,-9.9,143.5946,0.1149,13.8198,0.2946,扭亏 248~276%,中无人机关于回购实施结果暨股份变动的公告
low_altitude_economy,低空经济,002085.SZ,万丰奥威,eVTOL/通航,第二梯队,75.4,17,18.0,18,3.2,7.2,8,4,104,56,0,汽车金属轻量化零部件,82.8243458258633,16.428891698777857,24.3628,3.0468,10.96,-5.52,-3.0441,-11.6393,16.0936,3.1886,预增 30~61%,尊敬的董秘，贵司是不是通过集团控股eVTOL时的科技公司。公司有没有考虑加大融资力度收购合并时的科技完善evtol的板块布局。 | 感谢您的关注！
low_altitude_economy,低空经济,300045.SZ,华力创通,卫星导航/低空通信,第二梯队,71.8,17,18.0,18,0.0,7.8,8,3,35,22,3,卫星服务,46.94984961057392,34.6105603375702,,7.378,16.89,-10.45,6.9416,31.1716,31.0779,-0.7852,续亏 58~66%,请问董秘，目前6G提速；贵公司在6G方面有什么优势？是否有6G方面的专利？ | 您好，公司深耕卫星应用领域，积极参与了北斗卫星导航、天通卫星通信两大国家空间基础设施的建设，并布局低轨互联网卫星方向的新技术研发。手机直连卫星被普遍认为是未来6G“空天地一体化”网络构想的关键实践。在此方向上，公司已研制高轨、高低轨融合卫星通信芯片。公司将继续巩固和提升在卫星应用赛道的核心竞争力，为卫星通信规模化应用提供小型化低成本解决方案，推动卫星通信的普
low_altitude_economy,低空经济,300900.SZ,广联航空,航空结构件,第二梯队,70.7,17,16.0,18,0.0,6.7,8,5,8,8,1,航空航天零部件及无人机,58.439008426880775,19.12764612011834,,6.4629,38.18,8.77,-9.8047,-77.0702,24.3382,0.6608,续亏 -83~-22%,董秘你好：\n目前，公司已完成“海陆空天”的全国性制造基地布局，具备了极强的专精配件生产与大规模制造能力。\n希望公司把握当下对外军售、大飞机、航天、燃气轮机四方同时全国产业链从0到1的增量机遇，打造：\n1独立品牌，依托现有的航空结构件与复合材料技术优势，打造具备自主知识产权的独立无人机品牌。\n2平台化整合：，整合海、陆、空、天多维度的供应链储备，构建一个统一的系统平台。 | 尊敬的投资者，您好！\n公司管理层将认真研讨吸纳相关思路
low_altitude_economy,低空经济,300627.SZ,华测导航,高精度定位,观察池,50.2,15,0.8,6,3.5,10.9,10,4,1,0,0,系统应用及解决方案,54.46062317354253,62.40360472444103,33.0023,5.0465,27.82,-4.82,2.2774,-12.1537,60.401,2.9267,略增 15~18%,公司如何做强做大：北斗+自动驾驶+精准农业+低空经济，海外加速拓展？ | 您好，感谢您对公司的关注。产品与技术方面，公司聚焦高精度定位导航、感知测量、智能控制三大核心技术，依托全球星地融合增强服务平台PointX和星地融合芯片StellaX，构建覆盖全球的高精度定位服务能力，持续夯实技术护城河。市场与渠道方面，公司坚持“全球化、打爆品”策略，深耕海外市场，抓住全球行业发展机遇，加速渠道拓展与版图扩张，同时巩固国内行业领先地位。业务与生态
nuclear_fusion,核聚变能,600378.SH,昊华科技,特种气体/材料,第一梯队,95.0,22,18.0,18,13.3,7.7,8,8,14,14,0,氟材料,59.551258266146746,21.612863903357724,67.6126,5.7046,82.17,97.29,34.0233,66.7299,23.9676,1.6744,预增 62~73%,美伊事件，美国封锁伊朗海峡，对公司的电子特气有影响吗？公司的特气需要在中东进口吗？请董秘回复一下，谢谢！ | 尊敬的投资者您好，感谢您对公司的关心和支持！公司所属昊华气体是国内特种气体行业领先企业，公司电子特气产品包括电子级三氟化氮、四氟化碳、六氟化硫、六氟化钨、硒化氢、硫化氢、溴化氢、三氟化硼等，主要应用于集成电路制造的清洗、刻蚀、离子注入、化学气相沉积等制程工艺。公司自主研发的三氟化氮、六氟化钨、六氟丁二烯等核心特气产品实现国产化替
nuclear_fusion,核聚变能,600416.SH,湘电股份,电磁/特种装备,第二梯队,73.3,22,18.0,18,0.0,4.3,8,3,88,33,10,电机,59.59513465618631,7.97495428310248,64.6175,1.4811,9.77,-11.18,1.1655,-3.1083,15.0783,0.5238,,“董秘您好，请问公司在电磁发射技术领域，单套系统目前可支持的最大轨道长度是多少米？若用于发射大型载荷，如百吨级以上，现有技术能实现的最大轨道长度是否有理论或实测上限？谢谢。” | 您好，敏感信息豁免披露。感谢您的关注。
nuclear_fusion,核聚变能,000777.SZ,中核科技,核电阀门,第二梯队,70.8,22,12.0,18,0.0,2.8,10,6,6,6,1,核工程阀门总成,57.306730052180136,25.549654453868193,45.8995,2.9405,18.84,8.28,-49.2117,-692.7848,11.3693,-0.4349,,公司拥有可控核聚变概念，请问目前公司主要为可控核聚变做哪方面的事情或提供什么零配件，未来对可控核聚变有什么打算。谢谢 | 您好，感谢您对公司的关注！中核科技在涉核和非核领域均有较完整的工业阀门产品谱系，具有强大的科研能力和产品系统集成供货能力。中核科技目前正积极进行聚变堆的相关技术积累，对接核聚变阀门设备需求单位，可有力支撑核聚变阀门的自主开发和供货。
nuclear_fusion,核聚变能,601611.SH,中国核建,核工程建设,第二梯队,70.5,22,18.0,18,0.0,0.5,8,4,17,5,1,工程业务,88.807312879846,11.376553612877215,27.5494,1.4321,10.7,-7.36,-22.1418,-26.9316,9.3637,1.2061,不确定,"核聚变情况请参考公司对同类问题的回复,但是我看不到历史的答复,请告知如何查看历史回复信息，或者请再回答一下 | 您好，感谢关注。公司在国际热核聚变ITER项目、中核集团环流三号聚变装置改造工程等相关项目中发挥了举足轻重的作用，极大地提升了公司在热核聚变大科学工程领域的影响力。未来，随着核聚变技术向工程化阶段迈进，公司将依托核电建造领域积累的经验，积极拓展聚变建造业务，为可控核聚变商业化进程提供全方位工程支持。"
nuclear_fusion,核聚变能,600522.SH,中天科技,超导/电缆,观察池,62.4,22,8.0,6,8.1,6.3,6,6,4,4,0,电网建设,42.40737672315459,14.923255609676284,55.1221,4.6311,51.58,14.67,34.7112,46.4204,15.5814,2.4331,,贵公司在液冷可控核聚变业务占比营业额有多少 | 尊敬的投资者，您好。公司已连续多次服务中科院等离子体所BEST项目核聚变实验装置用的高RRR值镀铬铜线。近年来，公司先后开发了200米级基于REBCO集束缆线、TSTC堆叠缆线的CICC导体，并成功用于多个高温超导储能和核聚变磁体。感谢您对公司的关注和支持！
nuclear_fusion,核聚变能,002130.SZ,沃尔核材,核级材料/超导线材线索,观察池,61.5,20,7.2,6,5.7,10.6,8,4,9,0,3,电子材料,33.74144512304324,41.940855476852064,21.9175,2.694,17.61,-18.62,15.5199,-7.6291,30.4616,2.9562,略增 30~39%,请问沃尔核才会参加2026年1月16日至17日在合肥庐阳区的聚变堆主机关键系统综合研究设施园区举行的2026核聚变能科技与产业大会吗？ | 感谢您的关注！公司未安排参加上述会议。未来公司将持续关注与自身行业相关的领域发展情况，并结合业务发展需要，适时参与业内相关活动。谢谢！
