code,date,source,text,stage_hit,negative,category,short_text
002708.SZ,20250912,互动易,您好，董秘，光洋股份为机器人供应的精密轴承（如交叉滚子轴承）、关节模组等核心部件，在实际应用中（如宇树科技四足机器人、智元服务机器人）的寿命、精度达标率如何？是否经过极端工况（如高负载、连续运转）验证？ | 您好，公司目前与头部机器人公司合作的产品表现良好。公司机器人零部件产品，凭公司在高端材料研究、精密制造和全面测试体系，以及公司在量产经验和质量一致性管理能力等方面的优势，在寿命、精度和可靠性上已达到行业先进水平，完全能够满足机器人等领域的需求，谢谢。,True,False,投资合作/补链,您好，董秘，光洋股份为机器人供应的精密轴承（如交叉滚子轴承）、关节模组等核心部件，在实际应用中（如宇树科技四足机器人、智元服务机器人）的寿命、精度达标率如何？是否经过极端工况（如高负载、连续运转）验证？ | 您好，公司目前与头部机器人公司合作的产品表现良好。公司机器人零部件产品，凭公司在高端材料研究、精密制造和全面测试体系，以及公司在量产经验和质量一致性管理能力等方面的优势，在寿命、精度和可靠性上已达到行业先进水平，完全能够满足机器人等领域的需求，谢谢。
002708.SZ,20250912,互动易,你好，董秘。光洋股份机器人业务目前依赖宇树科技、智元机器人等头部客户（占比超 60%），未来是否有明确的新客户拓展计划？已进入哪些潜在客户（如其他人形机器人厂商、工业机器人新势力）的供应链验证阶段？ | 您好，公司半年报中已经做了相关项目的信息披露，包括与头部公司的业务合作情况。公司非常看好人形机器人市场，多种方式积极布局拓展机器人相关业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，具体新客户名称限于保密要求不便说明，相关业务情况请关注公司定期报告。谢谢。,True,True,降权/否定证据,你好，董秘。光洋股份机器人业务目前依赖宇树科技、智元机器人等头部客户（占比超 60%），未来是否有明确的新客户拓展计划？已进入哪些潜在客户（如其他人形机器人厂商、工业机器人新势力）的供应链验证阶段？ | 您好，公司半年报中已经做了相关项目的信息披露，包括与头部公司的业务合作情况。公司非常看好人形机器人市场，多种方式积极布局拓展机器人相关业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，具体新客户名称限于保密要求不便说明，相关业务情况请关注公司定期报告。谢谢。
002708.SZ,20250912,互动易,你好，董秘。面对机器人技术迭代（如特斯拉 Optimus 采用无框力矩电机、谐波减速器轻量化趋势），光洋股份在核心部件研发上是否有针对性布局？2025 年研发投入中，机器人相关技术的占比是多少？ | 您好，公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可以用于机器人，各类减速器、关节模组和感应模组均可适配。公司也正基于自身资源优势，在资本和业务层面加大与机器人行业相关企业合作，进一步加强集成化产品的研发，根据行业技术发展趋势，做好针对性布局。具体研发投入相关情况请查阅公司已披露的定期报告相关内容，谢谢！,True,False,BOM/产品能力,你好，董秘。面对机器人技术迭代（如特斯拉 Optimus 采用无框力矩电机、谐波减速器轻量化趋势），光洋股份在核心部件研发上是否有针对性布局？2025 年研发投入中，机器人相关技术的占比是多少？ | 您好，公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可以用于机器人，各类减速器、关节模组和感应模组均可适配。公司也正基于自身资源优势，在资本和业务层面加大与机器人行业相关企业合作，进一步加强集成化产品的研发，根据行业技术发展趋势，做好针对性布局。具体研发投入相关情况请查阅公司已披露的定期报告相关内容，谢谢！
002708.SZ,20250806,互动易,董秘您好！请问贵公司有产品应用到数控机床领域？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。在高端工业装备领域暂不涉及数控机床，主要是风电偏航减速机和工业机器人，涉及产品主要是行星排零部件和交叉滚子轴承，感谢您的关注!,False,True,降权/否定证据,董秘您好！请问贵公司有产品应用到数控机床领域？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。在高端工业装备领域暂不涉及数控机床，主要是风电偏航减速机和工业机器人，涉及产品主要是行星排零部件和交叉滚子轴承，感谢您的关注!
002708.SZ,20250515,互动易,公司减速器/机 目前发展到什么规模？有批量销售了么 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，在行星减速器和谐波减速器零部件方面积累多年经验，相关项目信息请关注定期报告披露的内容。感谢您的关注！,False,False,BOM/产品能力,公司减速器/机 目前发展到什么规模？有批量销售了么 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，在行星减速器和谐波减速器零部件方面积累多年经验，相关项目信息请关注定期报告披露的内容。感谢您的关注！
002708.SZ,20250414,互动易,请问公司开展人形机器人用高精密行星滚柱丝杠的设计与工艺关键技术研究，从研究到产出需要多久？公司有这方面的研发人才吗？ | 您好，公司业务情况请关注定期报告相关信息，非常感谢！,False,False,BOM/产品能力,请问公司开展人形机器人用高精密行星滚柱丝杠的设计与工艺关键技术研究，从研究到产出需要多久？公司有这方面的研发人才吗？ | 您好，公司业务情况请关注定期报告相关信息，非常感谢！
002708.SZ,20250321,互动易,你好，贵公司深耕轴承、丝杠多年，请问在行业内都有哪些优势？谢谢 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，广泛适用于有高精、低摩擦和高效需求的应用场景，感谢您的关注！,False,False,BOM/产品能力,你好，贵公司深耕轴承、丝杠多年，请问在行业内都有哪些优势？谢谢 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，广泛适用于有高精、低摩擦和高效需求的应用场景，感谢您的关注！
002708.SZ,20250321,互动易,你好，请问贵公司有没有船用轴承？谢谢 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,True,降权/否定证据,你好，请问贵公司有没有船用轴承？谢谢 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。
002708.SZ,20250320,互动易,董秘，您好！贵司主营业务是什么？建议贵司更名为光洋轴承，更贴切，更有辨识度和知名度。谢谢！ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件及电子线路板、电子元器件的研发、生产与销售，感谢您对公司的关注！,False,False,BOM/产品能力,董秘，您好！贵司主营业务是什么？建议贵司更名为光洋轴承，更贴切，更有辨识度和知名度。谢谢！ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件及电子线路板、电子元器件的研发、生产与销售，感谢您对公司的关注！
002708.SZ,20250314,互动易,公司产品是否有应用在船舶制造领域 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,True,降权/否定证据,公司产品是否有应用在船舶制造领域 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。
002708.SZ,20250313,互动易,董事长您好！请问贵公司有产品供货机器人企业吗？哪怕订单量不足公司总营收的百分之一也是个好的前景开始。谢谢 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，具体业务信息请关注定期报告披露的内容！,True,False,BOM/产品能力,董事长您好！请问贵公司有产品供货机器人企业吗？哪怕订单量不足公司总营收的百分之一也是个好的前景开始。谢谢 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，具体业务信息请关注定期报告披露的内容！
002708.SZ,20250312,互动易,请问：公司的丝杠技术是否与人形机器人产品生产有关联，或能够应用于人形机器人产品制造上？ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False,BOM/产品能力,请问：公司的丝杠技术是否与人形机器人产品生产有关联，或能够应用于人形机器人产品制造上？ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！
002708.SZ,20250312,互动易,请问：公司的轴承产品是否可以使用于人形机器人产品上？谢谢！ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False,BOM/产品能力,请问：公司的轴承产品是否可以使用于人形机器人产品上？谢谢！ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！
002708.SZ,20250307,互动易,贵公司在人形机器人领域是否有涉足或者合作 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,True,False,BOM/产品能力,贵公司在人形机器人领域是否有涉足或者合作 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！
002708.SZ,20250304,互动易,公司智能机器人相关零部件业务是不是已产生收益？ | 您好！公司智能机器人RV/谐波减速器轴承项目正在顺利推进中，具体业务进展请关注定期报告披露的内容，谢谢！,False,False,BOM/产品能力,公司智能机器人相关零部件业务是不是已产生收益？ | 您好！公司智能机器人RV/谐波减速器轴承项目正在顺利推进中，具体业务进展请关注定期报告披露的内容，谢谢！
002708.SZ,20250225,互动易,董秘好，贵公司和头部人形机器人公司的合作进展顺利吗？有没有计划开拓新的同类型客户？ | 您好！有关公司项目及客户情况请关注定期报告披露的内容，谢谢！,True,False,投资合作/补链,董秘好，贵公司和头部人形机器人公司的合作进展顺利吗？有没有计划开拓新的同类型客户？ | 您好！有关公司项目及客户情况请关注定期报告披露的内容，谢谢！
002708.SZ,20250224,互动易,请问贵公司生产的减速器是否可以应用到人形机器人中 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域。感谢您的关注！,False,False,BOM/产品能力,请问贵公司生产的减速器是否可以应用到人形机器人中 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域。感谢您的关注！
002708.SZ,20250219,互动易,减速器行业涉及广泛，机器人，飞行汽车，新能源汽车都需要用到减速器，能说一下公司减速器的优势吗？ | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，是行业内最早涉足研发并进入量产的专业厂家之一，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域，在轻量化、系统整合能力、台架资源以及工程化方面有显著优势。感谢您的关注！,True,False,BOM/产品能力,减速器行业涉及广泛，机器人，飞行汽车，新能源汽车都需要用到减速器，能说一下公司减速器的优势吗？ | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，是行业内最早涉足研发并进入量产的专业厂家之一，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域，在轻量化、系统整合能力、台架资源以及工程化方面有显著优势。感谢您的关注！
002708.SZ,20250219,互动易,公司的机器人项目进展到哪一步了，今年能顺利投入量产吗？ | 您好！关于公司项目进展情况请关注定期报告披露的内容。谢谢！,True,False,其他产业线索,公司的机器人项目进展到哪一步了，今年能顺利投入量产吗？ | 您好！关于公司项目进展情况请关注定期报告披露的内容。谢谢！
002708.SZ,20250217,互动易,董秘你好，请问贵司是否有产品用于人形机器人？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False,BOM/产品能力,董秘你好，请问贵司是否有产品用于人形机器人？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！
002708.SZ,20250217,互动易,董秘您好！请问贵公司是否有产品用在人型机人上面 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False,BOM/产品能力,董秘您好！请问贵公司是否有产品用在人型机人上面 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！
002708.SZ,20250212,互动易,"公司2024年半年报披露：公司的销售模式一直以“直销”为主，为整车和主机厂配套，前五大客户销售额占比接近40%,比亚迪占比接近10%，请问：1、黄山基地投入的10个亿新产能还是为以比亚迪等五大客户配套为主，还是有新的客户？2、半年报披露的奇瑞汽车DHT150项目，2023年11月完成PPAP，2024年1月进入SOP，公司在黄山的新基地是否会加大对奇瑞的配套量，完成安徽本地车企的产业链融合？ | 您好！公司黄山建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域；在黄山建设项目将有利于公司借助地方产业优势，整合资源，与当地政府共同布局新能源产业链，推动新能源汽车产业的发展，符合公司的长期发展战略。谢谢！",True,False,产能扩张,"公司2024年半年报披露：公司的销售模式一直以“直销”为主，为整车和主机厂配套，前五大客户销售额占比接近40%,比亚迪占比接近10%，请问：1、黄山基地投入的10个亿新产能还是为以比亚迪等五大客户配套为主，还是有新的客户？2、半年报披露的奇瑞汽车DHT150项目，2023年11月完成PPAP，2024年1月进入SOP，公司在黄山的新基地是否会加大对奇瑞的配套量，完成安徽本地车企的产业链融合？ | 您好！公司黄山建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域；在黄山建设项目将有利于公司借助地方产业优势，整合资源，与当地政府共同布局新能源产业链，推动新能源汽车产业的发展，符合公司的长期发展战略。谢谢！"
002708.SZ,20250212,互动易,董秘您好，公司高管更换程序到哪一步了？由于公司已由传统行业升级为智能座舱，机器人低空，及电子线路板等高科技行业，强烈建议公司更换名称，比如光洋智能，光洋科技等等，更能体现公司价值，谢谢 | 您好！公司实际控制人变更相关事项正在有序推进中，感谢您对公司的关注及建议。,False,False,其他产业线索,董秘您好，公司高管更换程序到哪一步了？由于公司已由传统行业升级为智能座舱，机器人低空，及电子线路板等高科技行业，强烈建议公司更换名称，比如光洋智能，光洋科技等等，更能体现公司价值，谢谢 | 您好！公司实际控制人变更相关事项正在有序推进中，感谢您对公司的关注及建议。
002708.SZ,20250205,互动易,还有请问公司对机器人的投资项目，推进到那一步了？ | 您好！公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配新能源汽车电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，目前该项目正在按计划推进中，后续将按照相关规定及时履行信息披露义务，感谢您的关注！,False,False,产能扩张,还有请问公司对机器人的投资项目，推进到那一步了？ | 您好！公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配新能源汽车电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，目前该项目正在按计划推进中，后续将按照相关规定及时履行信息披露义务，感谢您的关注！
002708.SZ,20250205,互动易,请问公司与宇树科技，特斯拉，比亚迪，这三家企业有合作吗？或者是有向这三家企业的那一家提供产品吗？ | 您好！具体业务信息请关注公司定期报告，感谢您对公司的关注！,True,False,其他产业线索,请问公司与宇树科技，特斯拉，比亚迪，这三家企业有合作吗？或者是有向这三家企业的那一家提供产品吗？ | 您好！具体业务信息请关注公司定期报告，感谢您对公司的关注！
002708.SZ,20250204,互动易,宇树机器人的轴承是公司的产品吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！,False,False,BOM/产品能力,宇树机器人的轴承是公司的产品吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！
002708.SZ,20250129,互动易,今年春节，宇数机器人在晚会上大展风采，公司与该公司是否存在直接或者间接的业务关系，我看了公司一直说业务与某头部客户，能否具体说明一下 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！,True,False,BOM/产品能力,今年春节，宇数机器人在晚会上大展风采，公司与该公司是否存在直接或者间接的业务关系，我看了公司一直说业务与某头部客户，能否具体说明一下 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！
002708.SZ,20250127,互动易,人形机器人市场前景广阔，马斯克说，全球未来将有200亿台的人形机器人，活跃于人类生产生活场景中，最近公司也投建了6000万套新能源车、机器人用精密零部件。请问公司对于人型机器人的前景如何判断，是否做了相应的技术准备以及当前有哪些在谈或相关业务及规划？在未来机器人或者人型机器人产业大潮中能够有何建树和产业贡献？谢谢。顺祝董秘及光洋新年一帆风顺。 | 您好！随着人工智能和自动化技术的不断发展，未来人形机器人将在生产、服务、医疗等领域具有广阔的应用前景。公司将持续关注行业动态，积极进行机器人相关技术储备和产业布局，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，始终致力于提供高质量的精密零部件和解决方案，助力产业升级和技术创新，感谢您的关注！,False,False,产能扩张,人形机器人市场前景广阔，马斯克说，全球未来将有200亿台的人形机器人，活跃于人类生产生活场景中，最近公司也投建了6000万套新能源车、机器人用精密零部件。请问公司对于人型机器人的前景如何判断，是否做了相应的技术准备以及当前有哪些在谈或相关业务及规划？在未来机器人或者人型机器人产业大潮中能够有何建树和产业贡献？谢谢。顺祝董秘及光洋新年一帆风顺。 | 您好！随着人工智能和自动化技术的不断发展，未来人形机器人将在生产、服务、医疗等领域具有广阔的应用前景。公司将持续关注行业动态，积极进行机器人相关技术储备和产业布局，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，始终致力于提供高质量的精密零部件和解决方案，助力产业升级和技术创新，感谢您的关注！
002708.SZ,20250127,互动易,问题：24年是低空经济发展的元年，很多低空公司都爆火一时但业绩却呈现亏损，贵公司的业绩能做到扭亏为盈是得益于在低空经济领域的布局吗？ 建议：贵公司今年对于机器人的投资也让公司变得很有价值，希望贵公司在新的一年里可以考虑引进新的战略合作伙伴，制定战略规划并主动发布公告，这样也能让投资者对贵公司更有信心，利于公司长期发展 | 感谢您对公司的建议！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响。,True,False,投资合作/补链,问题：24年是低空经济发展的元年，很多低空公司都爆火一时但业绩却呈现亏损，贵公司的业绩能做到扭亏为盈是得益于在低空经济领域的布局吗？ 建议：贵公司今年对于机器人的投资也让公司变得很有价值，希望贵公司在新的一年里可以考虑引进新的战略合作伙伴，制定战略规划并主动发布公告，这样也能让投资者对贵公司更有信心，利于公司长期发展 | 感谢您对公司的建议！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响。
002708.SZ,20250127,互动易,您好，我想问一下公司花10亿投资机器人项目，以及2.5亿增资子公司，这些资金的来源来自哪里，24年公司业绩得到改善，公司的现金流得到扩充了吗？ | 您好！资金来源于公司自有资金以及自筹资金，具体财务状况请关注公司发布的定期报告，感谢您的关注！,False,False,投资合作/补链,您好，我想问一下公司花10亿投资机器人项目，以及2.5亿增资子公司，这些资金的来源来自哪里，24年公司业绩得到改善，公司的现金流得到扩充了吗？ | 您好！资金来源于公司自有资金以及自筹资金，具体财务状况请关注公司发布的定期报告，感谢您的关注！
002708.SZ,20250124,互动易,请问贵公司 PCB 产品是否已应用在人形机器人领域？谢谢，如有具体哪些产品 | 您好！公司线路板业务有部分产品配套应用于机器人视觉传感器系统，具体业务信息请关注公司定期报告披露的内容。谢谢！,False,False,BOM/产品能力,请问贵公司 PCB 产品是否已应用在人形机器人领域？谢谢，如有具体哪些产品 | 您好！公司线路板业务有部分产品配套应用于机器人视觉传感器系统，具体业务信息请关注公司定期报告披露的内容。谢谢！
002708.SZ,20250121,互动易,轴承是电动汽车、人形机器人、飞行汽车、智能穿戴里面最主要的零部件之一，在相关行业快速放量发展的情况下，我们注意到贵公司的营收增长速度和业绩增长速度都远远超过同行业的长盛轴承、五洲新春等公司，请问是因为老产品放量还是有新产品推出造成的？黄山新增的机器人项目达产后预计对公司的营收和业绩有多大影响？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响；公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，详细项目介绍请查看公司披露的《关于对外投资建设项目的公告》。感谢您的关注！,True,False,产能扩张,轴承是电动汽车、人形机器人、飞行汽车、智能穿戴里面最主要的零部件之一，在相关行业快速放量发展的情况下，我们注意到贵公司的营收增长速度和业绩增长速度都远远超过同行业的长盛轴承、五洲新春等公司，请问是因为老产品放量还是有新产品推出造成的？黄山新增的机器人项目达产后预计对公司的营收和业绩有多大影响？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响；公司建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，聚焦超精传动，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，详细项目介绍请查看公司披露的《关于对外投资建设项目的公告》。感谢您的关注！
002708.SZ,20250121,互动易,轴承是机器人和低空飞行汽车最重要的零部件之一，关注到贵公司最近几个季度的营收增长和盈利增长速度都远远高于同行业的长盛轴承、五洲新春等公司，请问是因为老产品销量大增还是有新产品上市？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响，感谢您的关注！,True,False,BOM/产品能力,轴承是机器人和低空飞行汽车最重要的零部件之一，关注到贵公司最近几个季度的营收增长和盈利增长速度都远远高于同行业的长盛轴承、五洲新春等公司，请问是因为老产品销量大增还是有新产品上市？ | 您好！公司业绩增长主要是新项目陆续量产爬坡、各项降本增效与增收节支措施的有效推进以及科研投入持续加大，产品竞争力攀升等因素综合影响，感谢您的关注！
002708.SZ,20250116,互动易,贵公司的控股股东之一的深圳东方富海是国内头部的资管公司之一，管理的300亿资产中，不乏人形机器人、低空经济和AI相关的新质生产力资产，请问：将来是否有可能会选择部分优质资产注入上市公司的计划？ | 您好！未来若有关公司控股股东进一步战略规划与安排，公司将按规定履行信息披露义务。谢谢！,False,False,其他产业线索,贵公司的控股股东之一的深圳东方富海是国内头部的资管公司之一，管理的300亿资产中，不乏人形机器人、低空经济和AI相关的新质生产力资产，请问：将来是否有可能会选择部分优质资产注入上市公司的计划？ | 您好！未来若有关公司控股股东进一步战略规划与安排，公司将按规定履行信息披露义务。谢谢！
002708.SZ,20250116,互动易,请问公司的产品谐波减速器有哪些应用场景？能应用于人形机器人吗？这个量大吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。,False,False,BOM/产品能力,请问公司的产品谐波减速器有哪些应用场景？能应用于人形机器人吗？这个量大吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。
002708.SZ,20250116,互动易,公司的产品谐波减速器能有哪些应用场景？能广泛应用于人形机器人吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。,False,False,BOM/产品能力,公司的产品谐波减速器能有哪些应用场景？能广泛应用于人形机器人吗？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承及行星齿轮，公司为机器人RV/谐波减速机配套交叉滚子轴承及组合轴承等产品。
002708.SZ,20250113,互动易,公司是众擎科技的供应商吗？产品能应用于机器人哪方面？ | 您好，公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！,True,False,BOM/产品能力,公司是众擎科技的供应商吗？产品能应用于机器人哪方面？ | 您好，公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等， 具体业务信息请关注公司定期报告披露的内容。感谢您的关注！
002708.SZ,20250113,互动易,你好，请问贵公司的减速机是否能应用于人形机器人。 | 您好，公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False,BOM/产品能力,你好，请问贵公司的减速机是否能应用于人形机器人。 | 您好，公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！
