公司代码,公司名称,行业,后台节点ID,后台节点名称,L1,L2,L3,L4,L5,L6,L7,L8证据清单,L8证据状态,当前映射关键词,证据缺口,映射状态,置信度,映射来源,规则来源,映射证据ID数,直接L8证据数,映射ID
300025,华星创业,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300025_ai_compute_application
300033,同花顺,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300033_ai_compute_application
300036,超图软件,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300036_ai_compute_application
300042,朗科科技,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300042_ai_compute_application
300045,华力创通,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300045_ai_compute_application
300047,天源迪科,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300047_ai_compute_application
300050,世纪鼎利,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300050_ai_compute_application
300074,华平股份,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300074_ai_compute_application
300075,数字政通,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300075_ai_compute_application
300078,思创智联,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300078_ai_compute_application
300079,数码视讯,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300079_ai_compute_application
300085,银之杰,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300085_ai_compute_application
300098,高新兴,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300098_ai_compute_application
300101,振芯科技,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300101_ai_compute_application
300130,新国都,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300130_ai_compute_application
300134,大富科技,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300134_ai_compute_application
300150,世纪瑞尔,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300150_ai_compute_application
300155,安居宝,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300155_ai_compute_application
300166,东方国信,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300166_ai_compute_application
300168,万达信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300168_ai_compute_application
300170,汉得信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300170_ai_compute_application
300177,中海达,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300177_ai_compute_application
300183,东软载波,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300183_ai_compute_application
300188,国投智能,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300188_ai_compute_application
300213,佳讯飞鸿,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300213_ai_compute_application
300229,拓尔思,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300229_ai_compute_application
300231,银信科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300231_ai_compute_application
300235,方直科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300235_ai_compute_application
300248,新开普,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300248_ai_compute_application
300249,依米康,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300249_ai_compute_application
300250,初灵信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300250_ai_compute_application
300252,金信诺,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300252_ai_compute_application
300253,卫宁健康,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300253_ai_compute_application
300264,佳创视讯,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300264_ai_compute_application
300270,中威电子,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300270_ai_compute_application
300271,华宇软件,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300271_ai_compute_application
300287,飞利信,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300287_ai_compute_application
300288,朗玛信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300288_ai_compute_application
300290,ST荣科,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300290_ai_compute_application
300300,海峡创新,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300300_ai_compute_application
300302,同有科技,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,应用,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300302_ai_compute_application
300308,中际旭创,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_300308_ai_compute_application
300310,宜通世纪,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300310_ai_compute_application
300324,旋极信息,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300324_ai_compute_application
300333,兆日科技,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300333_ai_compute_application
300339,润和软件,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300339_ai_compute_application
300348,长亮科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300348_ai_compute_application
300353,东土科技,通信设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300353_ai_compute_application
300365,恒华科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,智能,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,智能；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300365_ai_compute_application
300368,汇金股份,IT设备,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300368_ai_compute_application
300369,绿盟科技,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,服务,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300369_ai_compute_application
300377,赢时胜,软件服务,ai_compute_application,应用,未来产业主攻方向,AI算力,AI算力产业链,行业应用,解决方案,行业AI应用/解决方案,行业AI应用业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,解决方案；应用；服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_300377_ai_compute_application
